Asgore No Hit,Chapter 3 Fanmade Weather Duo No Hit,Dalv No Hit,Deltarune Chapter 1 No Heal Run,Deltarune Chapter 2 No Heal Run,Deltarune Chapter 4: Angelic Altercation No Hit,Giga Queen No Hit,Guardener No Hit,Jevil No Hit,King No Hit,Mad Dummy No Hit,Mettaton EX No Hit,Mike's Big Showdown: No Item/No Healing ACT,Muffet No Hit,Neutral Martlet No Hit ,Papyrus No Hit,Queen No Hit,Sans No Heal,Spamton NEO No Hit,Titan No Hit,Toriel No Hit,Trio's Squabble (OG) No Hit ,TS!Underswap Asgore No Hit,TS!Underswap Pacifist Crossbones No Hit,TS!Underswap Pacifist Muffet No Hit,Undertale Red Updated Pacifist By ZhaZha No Hit,Neutral Undyne No Hit ,Undyne The Undying No Hit,Unofficial Disbelief Papyrus Phase 1 No Heal,Unofficial Disbelief Papyrus Phase 4 No Heal
Asriel Phase 1 No Hit,B-TTale ESPE Sans No Heal (original),Deltarune Chapter 1 No Hit Run,Deltarune Chapter 1+2 No Heal Run,Deltarune: Frozen Heart Noelle No Hit (Sparing Ending),Deltatraveler Paula And Ness No Heal,Deltatraveler Porky No Hit,Deltatraveler Section 1 No Hit Run ,DTLG Phase 1 No Heal,DTLG Phase 2 No Item,DTLG Phase 3 No Item,DTLG Phase 4 No Heal,Dustbelief Papyrus by Ari No Hit,Edge ZY Phase 1 No Heal,Feisty Four No Hit ,Genocide Asgore No Heal (Normal),Genocide Snowdin Martlet No Hit ,Hammer of Justice Gerson No Hit,Neutral Axis No Hit,Neutral El Bailador No Hit,PS!Outertale Asriel No Hit,PS!Outertale Darker Neutral Undyne No Hit,PS!Outertale Mettaton NEO No Hit,PS!Outertale Undyne the Undying No Hit,Spamton Restitched No Hit,SPMY Sans Phase 1 No Heal,Starlo No Hit,Tenna No Hit,The Heaven No Heal,Underfell Asgore Insane Mode No Heal,Undertale Last Breath Phase 2 No Heal,Undertale Red Updated Genocide by ZhaZha No Hit,Unofficial Disbelief Papyrus All Phases No Item,Unofficial Disbelief Papyrus Phase 2 No Heal,Unofficial Disbelief Papyrus Phase 3 No Heal,Unofficial Disbelief Papyrus Phase 4 No Hit
Chaos Edition Hard Mode Jevil No Hit,Deltarune Chapter 1 All Bosses No Hit Run,Deltarune Chaser No Hit,Deltarune: Frozen Heart Spamton NEO No Hit,DTLG Phase 1 No Hit,DTLG Phase 3 No Hit,Endingtale Phase 1 No Heal,Endingtale Phase 2 No Heal,ERAM/Mantle No Hit,Genocide Asgore Blue Zenith Normal Mode No Hit,Genocide Axis No Hit,Genocide Ceroba No Hit,HarryLTS Hard Mode Fresh Sans No Heal,Icebound Papyrus No Hit,KDTM Revenge Papyrus (Act 2) No Hit,Keeptale Sans Expert Mode No Heal,Mike's Big Showdown (Updated Version) No Hit,PS!Outertale Alphys No Hit,PS!Outertale Mettaton Sigma No Hit,Really Cool Bird No Hit,Ribbit Everyname No Heal,Roaring Knight No Hit,Sans No Hit,Scampton The Great No Hit,SPMY Sans Phase 2 No Heal,Storyshift Genocide Ending No Hit,Storyswap Color Asriel No Hit,Swapfell Papyrus Phase 1 No Hit,TS!Underswap Genocide Crossbones No Hit,Underfell Asgore Insane Mode No Hit,Underfell Undyne Insane Mode No Hit,Undertale Genocide No Heal Run ,Undertale Last Breath Phase 1 No Heal,Undertale Neutral New Game+ No Hit,Undertale Neutral No Heal Run ,Undertoad Mission Luigi No Hit Run,Unofficial Disbelief Papyrus Phase 1 No Hit,Unofficial Disbelief Papyrus Phase 3 No Hit
B-TTale ESPE Sans No Hit (original),Bad Time Trio No Hit,Chaos' End Asriel Phase 1 No Item,Delirium Of Aeons No Item,Deltarune Chapter 2 Main Route No Hit Run,Deltarune Chapter 2 All Bosses No Hit Run ,Deltarune: Frozen Heart Secret Noelle Fight No Hit,Distrust 2 Phase 1 No Heal,DTLG Phase 2 No Hit,DTLG Phase 4 No Hit,EdgeTale Sans 1st Run No Heal,Endingtale Phase 1 + 2 No Heal,Flowey Final Phase No Hit,HarryLTS Hard Mode Sans No Heal,Hello (BPM) 2023 No Heal,Modernswap Phase 1 No Hit,No More Deals No Heal,Oversave-Tale B-TTale ESPE Sans Phase 1 Noob Mode No Heal,Oversave-Tale Sudden Changes Sans Phase 1 Noob Mode No Heal,PS!Outertale Twinkly No Hit,Shanghaivania No Heal,Spacedrift Phase 2 No Heal,SPMY Sans Phase 1+2 No Heal,UF Plan Phase 1 Normal Damage No Item,Unofficial Disbelief Papyrus Phase 2 No Hit,UTY Flowey Phase 1 No Hit,Zenith Martlet Phase 2 No Hit
Chaos' End Asriel Phase 1 No Hit,Chaos' End Asriel Phase 2 No Heal,Deltarune Chapter 2 Snowgrave No Hit Run,Deltarune Chapter 2 All Recruits No Hit Run,Deltarune Chapter 4 No Hit Run,Deltarune Chapters 1 + 2 No Hit Run,Disbelief Papyrus Jevil Survival No Hit,Edge ZY Phase 1 No Hit,EdgeEdge Half Damage No Heal,EdgeTale Sans 1st Run No Hit,EdgeTale Sans 3rd Run No Act/Item Heal,Endingtale Phase 1 No Hit,Endingtale Phase 2 No Hit,Flowey All Phases No Hit,Genocide Asgore Normal Mode No Hit,HarryLTS Hard Mode Fresh Sans No Hit,HarryLTS Hard Mode Sans No Hit,Icebound Sans + Flowey No Hit,Ink Sans Phase 1 No Hit,Oversave Tale Sudden Changes Sans Phase 1 Normal Mode No Heal,Pacifist Ceroba Full Fight No Hit,Spacedrift Phase 2 No Hit,SPMY Sans Phase 1 No Hit,SPMY Sans Phase 2 No Hit,Swapfell Papyrus Phase 1+2 No Hit,Swapfell Papyrus Phase 2 No Hit,The Heaven No Hit,UF Plan Phase 1 No Hit,Undertale Last Breath Phase 2 No Hit,Zenith Martlet Phase 1 No Hit
Chaos' End Asriel Phase 2 No Hit,Deltarune Chapter 1 + 2 All Bosses No Hit Run,Disbelief Papyrus Gaster Survival No Hit,Disbelief Papyrus All Phases No Hit,Endingtale Phase 1 + 2 No Hit,Keeptale Sans No Hit,No More Deals No Hit,SPMY Sans Phases 1+2 No Hit,Undertale Genocide No Hit Run,Undertale Last Breath Phase 3 No Hit,UTY Flowey Phase 2 No Hit,Zenith Martlet Phases 1+2 No Hit
Asriel All Phases No Hit,Deltarune Chapter 3 No Hit Run,EdgeEdge Sans Normal Mode No Heal,Oversave-Tale B-TTale ESPE Sans Phase 1 No Hit,Oversave-Tale Sudden Changes Sans Phase 1 No Hit,Shanghaivania No Hit,Undertale Neutral No Hit Run
Delirium Of Aeons No Hit,Deltarune (TR)C1+2ABARTPEEG No Hit Run (True Reset Chapters 1+2 All Bosses All Recruits True Pacifist Ending Extended Glitchless),EdgeEdge Sans No Hit,Edgetale Sans 3rd Run No Hit
